id,date,source,transaction,transaction_group,category,category_group,area,area_group,price_usd,price_text,size_m2,land_dunum,floor,price_per_m2,score,has_photos,tags,parse_confidence,needs_review,raw_text
2cb230f47c,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,خالد ابن الوليد,خالد ابن الوليد,,,55.0,,,,7,False,صور; تجاري,medium,True,"نعتذر من المكاتب والوسطاء
⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️مكتب غير معلن للاجار بشارع خالد ابن الوليد نصاصي ٥٥ متر غرفتين وصالون ومطبخ وحمام صغير  ومجهز مكتب .. مطلوب ٦ مليون بالشهر. اكساء جيد  موقع مميز ...  لايوجد صور⚘️"
148c9facc3,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,البرامكة,البرامكة,,,,,طابق 2,,5,True,فيديو,medium,True,"نعتذر من المكاتب والوسطاء
⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️
للاجاربدون فرش رقم 3
 بيت بالبرامكه جنب حلويات شاميه طابق ٢اكساء جديد ٣وصالون وبراند ٥٥٠دولار
يوجد فيديو⚘️"
0c1ab7a2c8,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,300.0,مطلوب 300,,,أرضي,,8,True,فيديو; تجاري,medium,True,"للاجار 
📍📍📍📍
 بالجسر الابيض 
عقار ارضي غرفتين وبوفيه وحمام 
 يصلح عيادة مكتب سكني مستودع 
اكساء جيد 
مطلوب 300$ + شهر عمولة مكتب
يوجد فيديو
📍📍📍📍"
cf6916a038,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,300.0,مطلوب 300,,,أرضي,,8,True,فيديو; تجاري,medium,True,"نعتذر من المكاتب والوسطاء
للاجار 
📍📍📍📍
 بالجسر الابيض 
عقار ارضي غرفتين وبوفيه وحمام 
 يصلح عيادة مكتب سكني مستودع 
اكساء جيد 
مطلوب 300$ + شهر عمولة مكتب
يوجد فيديو
📍📍📍📍"
6e511c5e3c,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,البرامكة,البرامكة,325.0,325$,,,طابق ثاني,,7,True,فيديو; برندا,medium,True,"نعتذر من المكاتب والوسطاء
⚘️⚘️⚘️⚘️⚘️⚘️
للاجار شقة فاضية بالبرامكة 
زقاق الجن طابق تاني اكساء جيد مدهونة جديد 3غرف وصالون وبرندة كبيرة إطلالة داخلية. ٣٢٥$
يوجد فيديو"
cf88b32c0a,2026-08-13,uploaded WhatsApp dump Aug 5-25,بيع,بيع,أرض/مزرعة,أرض,,,3300000.0,3 مليون$ و 300,2500.0,,"أرضي, قبو",1320.0,7,False,قبو,medium,True,"🎯للبيع مدرسه🎯
تجهيز كامل اكساء سوبر
مساحه 2500 متر
ضمن تجمع سكني
قبو وارضي واول ورخصه لطابق التاني
ترخيص اعدادي + ثانوي
ذكور واناث
المطلوب 3 مليون$ و 300 و بازار🎯"
d5daab660f,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,650.0,650 $,130.0,,طابق ثالث,,10,True,صور; تجاري; برندا,high,False,"نعتذر من المكاتب والوسطاء
بيت للاجار
⚘️⚘️⚘️⚘️⚘️
 فاضي  بالجسر الابيض طلعة العفيف  ١٣٠ متر طابق تالت ٤ وصالون غرفة ماستر  و٣برندات كسوة قديمة نظيفة منفوض صحية وكهربا ٦٥٠ $ بالشهر وسكرة وعمولة مكتب
يوجد صور⚘️"
a42feb6665,2026-08-13,uploaded WhatsApp dump Aug 5-25,بيع/إيجار,بيع/إيجار,تجاري,محل تجاري,ركن الدين,ركن الدين,40000.0,40 الف دولار,75.0,,طابق أول,533.33,9,True,فيديو; برندا,high,False,"نعتذر من المكاتب والوسطاء
⚘️⚘️⚘️⚘️⚘️⚘️
(للبيع او الاجار )
منزل في ركن الدين اسد الدين وانلي سابع 
اول حارة باسد الدين من جانب ابن النفيس 
موقع ممتاز يعتبر على اسد الدين و الاستراد طابق اول
٧٥ م غرفتين مفتوحين ع بعض بباب اكرديون وغرفة نوم كبيرة 
حمامين و مطبخ برندا مقززة مضمونة للمطبخ 
ضاوي إكساء ممتاز حكم محمكة 
(المبيع ٤٠ الف دولار منهي) ( اذا  الاجار بسنة ٢٥٠ دولار اذا ٦ شهور او ٣ شهور ٣٠٠ دولار بشهر) يوجد فيديو"
df23c75f74,2026-08-13,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,البرامكة,البرامكة,800.0,مطلوب 800,,,,,8,True,صور; تجاري,medium,True,"نعتذر من المكاتب والوسطاء
بيت للاجار⚘️
 بالبرامكة قريب من مجمع الاموين  مفروش غرفتين نوم وصالون كبير وغرفة قعدة مطلوب ٨٠٠$بالشهر وعمولة مكتب شهر
يوجد صور⚘️"
c4cc6a5720,2026-08-12,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,صيدلية/تجاري,محل تجاري,الميدان,الميدان,1000.0,مطلوب 1000,40.0,,,,9,False,تجاري,high,False,"محل للاجار 
(يصلح صيدلية )
🌀🌀🌀🌀🌀🌀 موقع مميز جدا  كورنيش الميدان مساحة ٤٠ متر ديكور حديث موديرن  يصلح لصيدلية بامتيار  مطلوب ١٠٠٠$بالشهر وعمولة مكتب شهر"
20502f14b7,2026-08-12,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,أرض/مزرعة,أرض,المزرعة,المزرعة,150.0,مطلوب 150,,,,,7,True,صور,medium,True,"للاجار مزرعة🎯
بكرا فقط فاضيه
سهل مضايا طريق العام دخلة الكازية جنت الجامع او مطعم بيت الكرم .
3 غرف نوم مع حمامات و صالون 
كهربا طاقة مي 24
مطلوب 150$
يوجد صور🎯"
6ea35b6249,2026-08-12,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,الجسر الأبيض,الجسر الأبيض,225000.0,225 الف,140.0,,طابق ثاني,1607.14,9,True,فيديو,high,False,"للبيع بيت🌹
 بالجبة قريب ع مدرسة  أم البنين عند نزلة الجسر الأبيض 
اتجاهات قبلي شرقي
طابق تاني مساحة 140 متر 
سوكة كسوة جيدة 
قابل القسم شقتين 
سعر 225 الف وبازار🌹 يوجد فيديو للزبون فقط🎯"
81d624d25f,2026-08-12,uploaded WhatsApp dump Aug 5-25,بيع,بيع,أرض/مزرعة,أرض,الميسات,الميسات,,,290.0,,أرضي,,6,False,برندا,medium,True,"عقار للبيع
🎯🎯🎯🎯🎯🎯🎯
 في مركز  المدينة 
منطقه الميسات - شارع النهر مطل على الشارع الرئيسي 
•⁠  ⁠طابق ارضي طلوع 5 درجات 
•⁠  ⁠المساحة 290 متر تقريبا  
•⁠  ⁠5 غرف + غرفه ألمنيوم بلور وصالون و حمامين ومطبخ و تراس عدد 3 كبار و 3 برندات 
•⁠  ⁠سقايف عدد 3 
•⁠  ⁠اكساء قديم 
•⁠  ⁠حديد خارجي للشبابيك على داير المنزل. 
•⁠  ⁠اطلالات مفتوحه من كل الجهات .
•⁠  ⁠مطل على جبل قاسيون و  حدائق من الامام والخلف 
*  ٤ جهات شمالي جنوب شرقي غربي
*  امكانيه فتح باب خارجي  تاني للمنزل متل  باقي الجيران.
•⁠  ⁠مدخل بناء واسع وانيق .
Read more"
e2d12a6124,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,,,85000.0,85الف $,18.0,,,4722.22,7,True,فيديو,medium,True,"🌷محل لقطة كموقع بشارع اسدالدين العام قريب من ساحة شمدين محل للبيع مساحة ١٧متر ووجيبة ١٨متر وسقيفة ومسرمك كسوة ديلوكس ومدخنة جاهزة 
طابو ٢٤٠٠
مطلوب ٨٥الف $وبازار🌷
يوجدفيديو"
8a53102b75,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,صيدلية/تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,170000.0,"170,000 دولار",135.0,,طابق ثاني,1259.26,10,True,طابو أخضر; صور; تجاري,high,False,"🌷 للبيع – الجسر الأبيض 

 دوار التربية – قرب صيدلية الوفاء
📐 135م – طابق ثاني
 إكساء قديم – طابو أخضر
 شرقي غربي

 170,000 دولار🌷لايوجدصور"
553ed615eb,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,المزة,المزة,125000.0,125ألف$,75.0,,طابق أول,1666.67,9,True,فيديو; كراج; برندا,high,False,"للبيع منزل💥
 مزة فيلات غربية جانب صالة لاكشري بالاس 
طابق اول مساحة 75متر 
غرفتين وصوفا وبرندا اتجاه قبلي بناء مخدم بالناطور والكراج اكساء ممتاز نضيف 
السعر125ألف$💥t
يوجد فيديو"
898491aec6,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,,,100.0,,قبو,,7,False,طابو أخضر; قبو; حديقة; تجاري; مدخل مستقل; طاقة,medium,True,"للبيع منزل 🌹
الموقع : الجسر الأبيض -
قبو مساحة ١٠٠ م 
فايش نزول سبع درجات
الوصف ٣ غرف وصالون كبير ومطبخ وحمامين
(المياه لاتقطع أبداً الحمد لله)
يوجد مدخلين للمنزل
+ حديقة ٢٠ م  فيها شلال بانورامي
+ مستودع صغير 
نوع الملكية طابو اخضر  ٢٤٠٠ سهم
من المالك مباشرة
اتجاه قبلي شرقي غربي
كسوة جيدة
تمديدات صحية وكهرباء جديدة
تمديدات بطارية ليثيوم لكامل العقار
Read more"
9649892be9,2026-08-11,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,ركن الدين,ركن الدين,,,35.0,,,,6,False,,medium,True,"محل للايجار🌷
 مساحة 35 متر مع سقيفة كبيرة بشرقي ركن الدين نزلة البريد 
500 دولار بالشهر🌷"
bf41ee4536,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع/إيجار,بيع/إيجار,تجاري,محل تجاري,المزرعة,المزرعة,250000.0,250 الف $,750.0,,طابق 15,333.33,10,True,سطح; صور,high,False,"للبيع او الاجار مزرعه🌷
اكساء سوبر
تكيه سهل الزبداني نزلة مطعم النهر 
اجار 200 $ باليوم
: مساحة الأرض ٧٥٠ متر   مساحة البناء كل طابق ١٥٠ متر يوجد طابقان
: بكل طابق يوجد غرفتين وصالون ومنافع        ومطبخ اضافي على السطح
 يوجد بئر ماء مع غطاسة  و ٦ خزانات ع بيت الدرج   ساعة كهرباء
 يوجد طريقين لل الفيلا
: يوجد محلين و غرفة ناطور
: طابو جمعية ٢٤٠٠
المطلوب 250 الف $ و بازار مرتب
يوجد صور🎯"
1558266828,2026-08-11,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,ركن الدين,ركن الدين,,,35.0,,,,6,False,طاقة,medium,True,"محل للايجار🌷
 مساحة 35 متر مع سقيفة كبيرة بشرقي ركن الدين نزلة البريد 
يصلح سوبر ماركت الواح طاقه زينة سيارات الواح طاقه ملبوسات بلاي ستيشن
500 دولار بالشهر🌷"
e0f2b50817,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,أبو رمانة,أبو رمانة,700000.0,700 الف $,185.0,,أرضي,3783.78,9,False,تجاري,high,False,"بأبو رمانة 
📍📍📍📍📍
للبيع عقار ارضي 
طلوع كم درجة 
مرخص تجاري يصلح شركة
 مركز طبي معهد 
ابو رمانة قرب الفورسيزن 
مساحة 185 متر 
7 غرف وصالونين 
اكساء سوبر 
طابو 2400 سهم 
السعر 700 الف $"
76289f5bce,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,المزة,المزة,250000.0,250 الف,125.0,,طابق ثاني,2000.0,10,True,طابو أخضر; مصعد; فيديو,high,False,"للبيع شقة
💥 بالمزة جبل جانب مشفى الأسدي بناء الاعلام 
_مساحة 125 متر 
طابق ثاني مع وجود مصعد 
_4غرف كبار وصوفا
_اتجاه قبلي شمالي 
_ملكية طابو أخضر 
250 الف وبازار
يوجد فيديو💥"
7f2bc42923,2026-08-11,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,الميسات,الميسات,,,,,طابق رابع,,6,True,مصعد; فيديو; تجاري,medium,True,"لقطة 
📍📍📍
بالميسات للاجار 
غرفة وصالون لعرسان 
مفروش  طابق رابع مع مصعد 
400 دولار منهي منهي 
الدفع سنوي + شهر عمولة مكتب
يوجد فيديو
📍📍📍📍"
c6d205af65,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,,,140000.0,140 الف$,85.0,,,1647.06,8,True,طابو أخضر; فيديو; برندا,medium,True,"للبيع شقه🌷
صلاح الدين باتجاه ابن العميد
بعد نزلة مدرسة الفنون
مساحه 85 متر
3 و صالون 
قبلي شمالي 3 برندات كبار
طابو اخضر 2400 سهم
المطلوب 140 الف$  وبازارمع العفش
يوجد فيديو🌷"
823820bb9b,2026-08-11,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,برنية,برنية,250000.0,مطلوب 250,145.0,,"قبو, طابق 3",1724.14,9,False,سطح; قبو; مصعد; صور,high,False,"منزل للبيع🎯🎯
 باول طريق الهجرة والجوازات من جهة برنية طابق ٣يوجدمصعد
مساحة ١٤٥متر ٥غرف وصوفا و٣برنادات شرقي شمالي غربي كسوة قديمة نضيفة طابو ٢٤٠٠حصة بالسطح والقبو 
مطلوب ٢٥٠وسكرة 
لايوجد صور المواعيدكل يوم من بعدالستة ونص 🎯🎯"
3724cf63e6,2026-08-10,uploaded WhatsApp dump Aug 5-25,,,فيلا,سكني,العدوي,العدوي,125000.0,125 الف دولار,350.0,,,,8,True,صور,high,False,"فرصة استثماريه مميزة
🌷🌷🌷🌷🌷🌷

ارض للفلل طريق مطار دمشق الدولي جسر مدينة المعارض خارج الحرم موقع مميز نسق اول 

# تبعد الارض 350متر فقط عن عقدة جسر مدينة المعارض طريق مطار دمشق الدولي  منطقة الفيلات والقصور بين أكثر من 80 فيلا وقصر 
#يوجد  دنم ارض 1000 متر مربع  بورقة طابو نظامي خاصة به 2400 سهم منطقه سياحية 
#ويوجد بنفس الارض 4 دنم تقريبا كل دنم بورقة طابو 2400 سهم وفي مساحة اكبر متصله 
#ويوجد بنفس الارض 6 دنم وربع بورقة طابو واحده 2400 سهم  بين الفلل والقصور وفي مساحات أكبر
 #$ سعر الدنم 125 الف دولار وبازار خفيف
📍📍📍📍📍
.يوجد مساحة أكبر #تصلح لاقامة فيلات مع مسابح او موتيلات ومسابح او جامعة خاصة او مدرسة خاصة او مشفى خاصة وغير ذلك 🌷"
6de08c200f,2026-08-10,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,,,165000.0,165 الف,,,طابق ثالث,,6,True,طابو أخضر; فيديو; برندا,medium,True,"للبيع منزل ⚘️🎯
بشارع خالد بن الوليد مدخلو من الشارع العام 
طابق ثالث 
شرقي قبلي شمالي
البناء على الشارع مباشرة
المساحة بحوالي ١٤٠ تقريبا
٣ غرف وصالون كبير عبارة عن غرفتين مفتوحين عبعض 
برندا طولية طويلة عشكل حرف L.    كسوة جيدة جدا بدو وش دهان فقط   طابو اخضر. ٢٤٠٠   السعر ١٦٥ الف وبازار 
يوجد فيديو⚘️🎯"
dd5f6ac748,2026-08-09,uploaded WhatsApp dump Aug 5-25,بيع,بيع,صيدلية/تجاري,محل تجاري,الجسر الأبيض,الجسر الأبيض,170000.0,"170,000 دولار",135.0,,طابق ثاني,1259.26,10,True,طابو أخضر; صور; تجاري,high,False,"للبيع بيت🎯🎯
– الجسر الأبيض 

 دوار التربية – قرب صيدلية الوفاء
 135م – طابق ثاني
 إكساء قديم – طابو أخضر
 شرقي غربي

 170,000 دولار
لايوجدصور🎯🎯"
69b883e242,2026-08-09,uploaded WhatsApp dump Aug 5-25,,,أرض/مزرعة,أرض,الميسات,الميسات,73000.0,73 الف,60.0,,أرضي,,8,True,فيديو,high,False,"🌷لقطة 🌷
منزل ط ارضي طلوع كم درجةمساحة  ٦٠ م طلعة الميسات غرفتين منافع سقيفة طابو٨٠٠سهم بصير ٢٤٠٠بعملية فرز ٧٣ الف  🌷
يوجد فيديو للزبون"
bac61533e8,2026-08-09,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,الميسات,الميسات,225000.0,225 الف $,135.0,,,1666.67,10,True,حديقة; فيديو; تجاري,high,False,"للبيع 🎯🎯
شارع برنية _ الميسات 
شارع نشط وحيوي بنص الشام
يصلح مجمع عيادات او مكاتب بامتياز
بيت  شمالي قبلي مساحة ١٣٥ م شرح ومضوي مع جنينة مساحة ٥٠م
التقسيم صالون وتلت غرف وحمامين مع المطبخ 
الجنينة ممتدة ع طول البيت لكل الغرف
ملكية طابو _ اكساء جيد
السعر 225 الف $ وبازار
يوجد فيديو🎯🎯"
e0f2b50817,2026-08-09,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,أبو رمانة,أبو رمانة,700000.0,700 الف $,185.0,,أرضي,3783.78,9,False,صور; تجاري,high,False,"بأبو رمانة
📍📍📍📍📍
للبيع عقار ارضي 
طلوع كم درجة 
مرخص تجاري يصلح شركة
 مركز طبي معهد 
ابو رمانة قرب الفورسيزن 
مساحة 185 متر 
7 غرف وصالونين 
اكساء سوبر 
طابو 2400 سهم 
السعر 700 الف $
لا يوجد صور
📍📍📍📍📍"
32dfc34ab3,2026-08-09,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,البرامكة,البرامكة,150000.0,150 الف,110.0,,,1363.64,9,True,صور; برندا,high,False,"للبيع بيت⚘️
 بالبرامكة قرب القدموس البيت غرفتين نوم وصالون كبير عبارة عن غرفتين كبار مفتوحين عبعض وبرندة اطلالة جميلة جدا عقاسيون وجزء من ملعب تشرين  وسقيفتين مكسي جديدة     ١١٠م اتجاه غربي  وقبلي وشمالي.  تسليم فوري  مطلوب ١٥٠ الف. 
يوجد صور⚘️"
25006db74d,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,أرض/مزرعة,أرض,الروضة,الروضة,25000000.0,25000 الف$,95.0,,أرضي,263157.89,10,True,فيديو; مدخل مستقل,high,False,"شقة للبيع🎯
 ارضية في جرمانا الروضة 
مساحة ٩٥ متر مربع 
ثلاث غرف كبار وصالون ومطبخ وحمام و وجيبه وشرفه 
قابلة للتقسيم الى شقتين بمدخلين مستقلين 
منطقة مخدمة وهادئة 
الملكية حكم محكمة 
مطلوب 25000 الف$
فقط ثلاث وعشرون الف دولار وسبعمائة
يوجد فيديو🎯"
8c79ae2a02,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,,,25000000.0,25000 الف$,90.0,,,277777.78,8,True,طابو أخضر; حديقة; فيديو; كراج; مسبح,medium,True,"شقة ببلودان للبيع🎯
 ع العظم .. ضمن اجمل مجمع سكني ببلودان .. يتضمن مرافق وخدمات عديدة .. منها الناطور والكراج المستقل و المسبح والحديقة لاند سكيب وصالة جيم وصالة العاب وغيرها .. مع اطلاله جميله جدا 
المساحة ٩٠ متر
والملكية طابو اخضر نظامي بريء الذمة .
مطلوب 25000 الف$
فقط اثنان وعشرون الف دولار وخمسمائة
يوجد فيديو🎯"
1d6563a135,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,أرض/مزرعة,أرض,المزرعة,المزرعة,300000.0,300 ألف دولار,200.0,,طابق رابع,1500.0,10,True,طابو أخضر; مصعد; فيديو,high,False,"للبيع شقة لقططططه🎯🎯
 إطلالة خلابة بسعر لقطططة بمنطقة المزرعة شارع الملك العادل(قرب بنك سوريا والمهجر
الإرتفاع الطابقي : طابق رابع مع مصعد حديث خاص بالشقة .
المساحة : 200 م
الإتجاهات : قبلي شرقي غربي . 
الإكساء : سوبر ديلوكس .
الملكية : طابو أخضر 2400 سهم .
الوصف : 3 غرف وصالون كبييير ( الصالون عبارة عن غرفة ضيوف وغرفة سفرة ) ومطبخ حديث وحمامين وبرندتين وتراس جميل جدااا .
السعر المطلوب : 300 ألف دولار وبازار .
يوجد فيديو🎯🎯"
fe3812c84e,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,المهاجرين,المهاجرين,260000.0,260 الف$,,,طابق ثاني,,7,True,فيديو; برندا,medium,True,"للبيع🌹
مساحته ١٨٥ 
كسوة سوبر ديلوكس 
اتجاه قبلي شرقي وفي غرفة شمالي ومطبخ غربي 
البناية زاوية 
طابق تاني 
كسوة سوبر ديلوكس مشطب جديد 
صالون كبير وموزع و ٤ غرف نوم وغرفة تخزين وغرفة سفرة وبرندا وحمامين
بابين للشقة 
ابجورات كهرباء 
الموقع المهاجرين شطة تالت بناية عن السكة
المطلوب 260 الف$ و بازار يوجد فيديو🌹"
b0a45c0f66,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,الجبة,الجبة,300000.0,300الف $,76.0,,طابق 3,3947.37,10,True,سطح; مصعد; فيديو,high,False,"منزل للبيع🌻
 بطلعة الجبة قرب مدرسة دمشق الوطنية طابق ٣مساحة ١٨٠متر مع سطح طابو٧٦متر مع امكانية تركيب مصعد عبارة عن ٦غرف وموزعين اخدكل الاتجاهات كسوة قديمة
مطلوب ٣٠٠الف $
يوجدفيديو🌻"
3413b5ba74,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,المزة,المزة,16000.0,16 الف$,,,طابق 2,,7,True,فيديو,medium,True,"للبيع شقه🎯
بالمزة 86 واجهه عالشا،ع
مطل على الشيخ سعد 
البيع مع الفرش كسوة جيدة
طابق 2  غرفة نوم وصالون كبير ومنتفعات 
عداد مي وساعة كهربا
المطلوب 16 الف$
يوجد فيديو🎯"
d78b5eb7af,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,,,135000.0,135الف $,120.0,,طابق أول,1125.0,8,True,طابو أخضر; فيديو; تجاري; برندا,medium,True,"للبيع بيت
⚘️⚘️⚘️⚘️⚘️⚘️⚘️ عالشارع العام شارع خالد بن الوليد قريب من  جامع شويكة 120 متر طابو أخضر طابق اول فني غربي شمالي 
مطلوب 135الف $ وفي بازار 
يصلح عيادات او مكاتب او شقة سكنية 
مكون من 5 غرف وصالون و2 برندات صغار وحمامين ومطبخ. 
يوجد فيديو
⚘️⚘️⚘️⚘️⚘️⚘️"
09f2cddfa1,2026-08-08,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,تجاري,محل تجاري,الميسات,الميسات,,,,,طابق رابع,,6,True,مصعد; فيديو; تجاري,medium,True,"نعتذر من المكاتب والوسطاء
لقطة بيت للاجار
📍📍📍📍📍
بالميسات للاجار 
غرفة وصالون لعرسان 
مفروش  طابق رابع مع مصعد 
400 دولار منهي منهي 
الدفع سنوي + شهر عمولة مكتب شهر
يوجد فيديو
📍📍📍📍"
d54ed13c75,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع/إيجار,بيع/إيجار,تجاري,محل تجاري,الصالحية,الصالحية,100000.0,100 الف$,80.0,,طابق ثالث,1250.0,10,True,فيديو; تجاري,high,False,"للبيع او للاجار🎯
شقه بالصالحيه شهداء ضمن السوق التجاري غرفتين وصالون ومنتفعات و شرفه طابق ثالث سوكه كسوة جيدة مساحه 80 متر حكم محكمه قطعي
اجار 450 $ شهري
الدفع سنوي 
 المطلوب 100 الف$ وسكرا يوجد فيديو🎯"
f1b74d0b4e,2026-08-08,uploaded WhatsApp dump Aug 5-25,,,تجاري,محل تجاري,ركن الدين,ركن الدين,,,100.0,,"أرضي, قبو",,7,True,سطح; قبو; حديقة; فيديو,medium,True,"منزل ارضي🌻
 بشرقي ركن الدين قرب صالة الانس  طلوع كم درجة مساحة داخلية ١٠٠متر +تراس وحديقة ٨٥متر سوبرغرفتين نوم وصالون حرف ال شرقي شمالي مع حصة بالسطح والقبو تدفئة ارضية حديثة منهي ٢٢٥يوجدفيديو ممنوع من النشر🌻"
9f1c61d453,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,,,,,250000.0,250 الف $,78.0,,,3205.13,7,True,طابو أخضر; فيديو,medium,True,"معمل بالسويقة للبيع🎯
مرخص صناعي

مساحة ٧٨ متر
٥ اغلاق
كسوة قديمة
يوجد ساعة كهرباء
تريفاز 
طابو اخضر
السعر 250 الف $ بدون العدة
ممكن بازار ناعم
فروغ وملكيه
يوجد فيديو للزبون🎯"
f1c912d201,2026-08-08,uploaded WhatsApp dump Aug 5-25,بيع,بيع,شقة/سكني,سكني,داريا,داريا,,,240.0,,طابق 24,,7,False,سطح,medium,True,"للبيع معمل🎯

معمل بداريا القبلية
قبل التاون سنتر طريق المعامل
١٠قصبات طابو زراعي 
مكون من طابقين معمرين
والتالت سطح معمر عليه غرفتين
مساحة كل طابق ٢٤٠ متر
معو بير ماء مشترك
3 ساعات مني فاز
كهرباء خط ذهبي مابتقطع الكهربا
اوتستراد درعا بعد جامع الحسن البصري بدخلتين على اليمين
 في بتم الطريق معرض سيارات
قبل المعرض على اليمين
طريق المعامل
Read more"
f1c46c1fba,2026-08-07,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,شقة/سكني,سكني,المالكي,المالكي,20000.0,20 الف$,130.0,,طابق أول,,8,False,صور,high,False,"للاجار في المالكي🪷
 طابق اول فني مساحة ١٣٠ متر كسوه سوبر
التوزيع غرفتين نوم و صالون كسوة رائعة 🌟
مع طاقة و كميرات و تجهيزات كاملة
مفروش 
بلكون كبيرة
مطلوب 20 الف$
لا يوجد صور🪷"
c104340608,2026-08-07,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,شقة/سكني,سكني,القابون الصناعي,القابون الصناعي,,,150.0,,طابق أول,,6,False,صور; كراج,medium,True,"للإيجار معمل🎯
 بلقابون خلف الكراجات مقابل معمل كراش يصلح لكافة الصناعات طابق أول مساحة 150متر بحاجة الى دهان وألمنيوم وتمديد كهرباء بأجار سنوي 6000دولار
لا يوجد صور عالواقع🎯"
9549d76799,2026-08-07,uploaded WhatsApp dump Aug 5-25,إيجار,إيجار,شقة/سكني,سكني,القابون الصناعي,القابون الصناعي,10000.0,10000دولار,270.0,,طابق أول,,8,False,صور; كراج,high,False,"للإيجار معمل🎯
 بلقابون خلف الكراجات مقابل معمل كراش يصلح لكافة الصناعات طابق أول مساحة 270متر بحاجة الى دهان وألمنيوم وتمديد كهرباء بأجار سنوي 10000دولار
لا يوجد صور عالواقع🎯"
93181586ba,2026-08-07,uploaded WhatsApp dump Aug 5-25,بيع,بيع,تجاري,محل تجاري,الزبلطاني,الزبلطاني,33000.0,33 الف $,30.0,,طابق 1,1100.0,9,False,صور; تجاري,high,False,"٣ محلات  للبيع🎯
طابق١
 الاول ٣٠ متر بدون سقيفة
 الثاني ٣٠ متر مع سقيفة ١٥ متر
 ثالث ٦٠ متر مع سقيفة عدد ٢
 الزبلطاني
كسوة وسط يصلح لاي عمل تجاري
 مدخل المواصلات
 الملكيه   فراغ محافظة
 مطلوب   33 الف $ كل واحد
لا يوجد صور عالواقع🎯"
